"","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12"
"b=0.56",13.2186502593565,15.6239466869177,17.4930027028276,19.4312960639665,21.1421248053043,22.7455392019533,25.0010298396416,26.9382205585639,28.9797152034222,30.7678462871083,32.2762363752072,34.2465131139431
"b=0.565",13.2723949512723,15.7568367849495,17.6359793650875,19.6337143434557,21.2723178127473,22.9027062529338,25.0562394889235,27.285036506943,29.269405103011,30.8904257050553,32.536551471585,34.5080358615709
"b=0.57",13.4545768073743,15.8426558481809,17.8221504149206,19.8314762242999,21.4168053123182,23.0269880443667,25.2428378494051,27.5007122097042,29.435001722122,31.3830056358796,32.8582513540702,34.7408147287905
"b=0.575",13.6128419300577,16.0494272563378,18.0107359711007,19.9810477776825,21.5819927704844,23.1438724344096,25.4911341269888,27.6260116418166,29.7188089857045,31.6217603588112,33.1217181944705,34.8690992690306
"b=0.58",13.6706618402125,16.1426622645938,18.1477007223224,20.1681672242788,21.8583908170503,23.3638595982306,25.7691620267518,27.7641132752679,29.9272044093029,31.9994090752591,33.6546365430675,35.370416333069
"b=0.585",13.7982755520783,16.3313827408689,18.2516564629579,20.2824366139036,21.9929151621513,23.4230084354923,26.040034712091,27.8902080239297,29.9595606169568,32.3458970554275,33.8392566429514,35.5428980948098
"b=0.59",13.9621483967477,16.3593449644782,18.3979380938597,20.4819728114243,22.1874836035495,23.5792231980157,26.2043023140428,28.0822666041834,30.2592745941069,32.4015717946401,34.0587642594101,35.8334649129776
"b=0.595",14.0602345651663,16.5411579571799,18.4879238839224,20.716797076606,22.2086411658095,23.7269225091568,26.3963319259556,28.3191723369728,30.4413570425527,32.5018263498506,34.1560077406173,35.9769830109623
"b=0.6",14.2300569636946,16.619697718072,18.59873999587,20.7677883288658,22.3941666964325,23.840455433063,26.4294085701844,28.4553756527396,30.7662170934939,32.7131351459675,34.4939548157361,36.1953159861624
"b=0.605",14.2405401369957,16.7128581205406,18.6905202795294,20.8866627332289,22.5375288275712,24.1103341993448,26.6600581403638,28.6825579146458,31.0123622667307,33.0261114175541,34.948668933971,36.6686259221333
"b=0.61",14.3735143881911,16.8025187371881,18.9624051870994,21.074613108297,22.6797818304003,24.2880016426748,26.755242966901,29.1018950383968,31.4869554007043,33.3072996828256,34.9768382422191,36.8455074467911
"b=0.615",14.5107252574264,17.0239664584907,19.0946980023479,21.20428821639,22.8784279117231,24.5600259322072,26.9292275194886,29.3265159140078,31.7156583484514,33.5142742096664,35.2707887801356,37.3312928676345
"b=0.62",14.6434851136411,17.101578985981,19.317818421861,21.1950874790408,23.0302058763644,24.8250191679518,27.123637414913,29.481755641646,31.8014448631485,33.6950201988405,35.4543291447124,37.6375413990185
"b=0.625",14.8068141282979,17.2688860330414,19.4517369979424,21.2785184221735,23.1291281892272,24.8478555981932,27.4067152316505,29.6498543676754,31.9523717865672,34.1240346309263,35.8657118593605,38.0056549942467
