"","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12"
"b=0.13",13.1176986384228,18.7919625163136,26.7374234404747,31.4558295124234,35.9053547978919,35.3708666474114,38.1812094978139,37.1922132261863,43.146247369329,46.6905585587872,51.7566631877603,44.9409245076719
"b=0.135",13.7805089339341,19.9941582530862,26.8685390473938,35.7476138553374,37.5835815704033,36.3643076665965,43.2613494965483,45.1466389353616,42.4835630581411,49.9711215029156,54.8426484443201,62.7728855517574
"b=0.14",14.3261520311486,19.599775361746,28.4329984764595,35.5161716421029,39.8860103549484,41.8560816868989,39.0520005708214,44.2242935568984,48.4018973143584,50.9455668465401,49.2532194139369,54.5882677834803
"b=0.145",15.2226239721164,21.6055254063327,33.3055772037851,39.2250929388758,41.5741743448126,40.8784390763167,44.6582182624544,43.2566029888923,49.3195739705656,52.8229522806401,54.1965347821377,65.4588614801041
"b=0.15",15.5048859563152,22.6981378654381,35.2747642609254,38.1558428116225,40.2895266568955,41.6013434042013,46.6058969872772,45.0908324845606,44.4774354918277,52.7426237912769,53.8698658164086,63.836186036924
"b=0.155",15.7020754396711,23.0806950675926,33.5201567684298,40.4082372226703,40.8588849661957,43.5224036923749,41.9042925784282,44.8156777244541,51.185108831627,50.9351173291336,65.1488674884974,61.9398880740413
"b=0.16",16.3520534394186,24.0827911853999,34.3239603318021,40.6345381756868,38.0054388177297,42.9157689213495,45.6795308529588,45.6282366801584,48.5631927470032,53.9307169494136,56.6442864640019,66.8286561777659
"b=0.165",16.9208527218429,25.1826500668383,36.4549399368996,44.0334809376658,40.8774001032882,45.1315140191297,46.421182139498,48.6694727107218,53.8603959370609,58.1518460776962,58.0469569639291,67.8395776077447
"b=0.17",17.2972902569714,27.4441777132437,36.8936137490559,40.0013706642518,44.5092276865966,44.3639794889289,45.9636034819356,46.7816023087068,54.2143002865054,64.9590752774625,70.6457195860371,80.4341138071398
"b=0.175",17.4546575251215,26.5407292540575,37.1831514533023,43.7503647164662,43.8549526058898,44.800194940392,47.626357994603,50.3054124554993,55.407271050724,64.4068382066201,70.2502079073318,73.3874338958053
"b=0.18",18.9382201666625,27.5080359659218,39.010720723184,49.6837755168092,43.2489053976828,44.8644928289268,48.9297938276158,51.1187533767599,61.5598803281616,73.8690754172861,73.022644636576,90.4711790422557
"b=0.185",19.5379732735328,27.341596876041,39.4397250665088,39.848624562115,45.1347564685763,46.7155580211967,49.9741436398289,56.7553824440402,52.8908694867062,70.1172471409854,78.0522234738479,81.5800500792404
"b=0.19",20.213941174869,30.9710716264238,39.3264615355072,40.254095393124,42.163337877794,46.6652409967143,54.6823174528662,58.2866096505314,63.2823370167395,64.2342794420731,77.3389188564505,83.8023109397443
"b=0.195",20.680837647334,32.0203186757659,37.7359829813641,42.7357547166491,45.1283035616699,51.2590915618166,48.9987770075374,56.9838216482798,66.1085213473636,78.0940057170533,88.1438620994747,83.1532591061763
"b=0.2",21.5942859026255,33.6339870862532,40.4715420598221,41.4598563167471,46.1093335990907,48.4849995881107,52.3803836934202,61.9959574806907,74.484663733254,78.2351261232497,88.03460850567,94.5689051990183
"b=0.205",22.4730987392228,31.191393548535,41.6297599744611,48.0874320185595,48.0524035583851,52.5711172268459,57.3216877822189,62.6213132880975,64.6936594744028,73.8345009947799,92.0287714318149,90.6654788460412
"b=0.21",23.5584840772857,33.2287658884982,39.3194775889499,42.3550282345982,48.1707099301155,49.2558340257676,52.7438105686872,62.8907529643697,67.3237130708162,71.9935707998708,93.2363782541606,98.2602960079835
"b=0.215",23.9221437007673,31.207502478515,41.0726507929656,47.3245395627918,48.6828173408751,52.8030718269277,60.0589649304259,69.9302159146514,75.3656582061423,76.0838625378353,81.4176492097298,102.770495544522
"b=0.22",24.9842346661221,33.964073061681,41.0697557982696,44.6623835494368,53.5390916488685,53.1135380296406,49.7130656000585,56.6946630809454,69.873719324984,86.1756727550283,90.6920270577357,99.8780850371201
"b=0.225",25.8140583197612,32.5782659659803,42.5860094563914,43.5110978411529,52.6508518678506,51.9722036718761,60.7007398684797,67.3283277269954,79.8533703824003,84.4175598706595,99.9276525334226,107.803989612566
"b=0.23",25.8762607892169,37.2463377900743,41.8572614945997,48.5289134026421,59.2014323906978,49.8990021252362,62.2608295863745,68.3821329620165,75.9428972064857,93.1711362191373,102.969228130757,111.151480046548
"b=0.235",27.4355112947575,40.6535690418899,39.8660796611964,43.5348643646873,48.3209307414842,62.2168421181185,73.7775308029234,72.936042890634,86.7902467149162,92.9979870098492,110.537081754296,116.458217345415
"b=0.24",28.2807429502725,39.5034070976482,41.8781406786303,45.2987736577206,54.9218726229271,52.6490119250978,72.9636658014886,75.6524532717959,92.185946377079,100.096674880596,99.9355130303003,120.820010867655
"b=0.245",29.203077905503,41.510149508084,45.7511362495628,48.5062421486072,52.6530939597679,55.516318855145,69.2537559121453,74.3979255201656,85.935030469728,90.5892373703978,117.055933239194,128.176371258918
"b=0.25",29.3221717537663,39.2712513601188,47.3293720003918,49.7209568169697,50.7111552648121,58.5649941535454,68.108883909502,78.14209001442,91.0323458886562,99.383015739666,119.186057101476,123.568212080772
"b=0.255",28.2089569123091,41.4249583751644,50.2907406185799,51.9355221798391,54.7275550164389,58.7286723849517,76.040582095078,76.3841653951077,96.2017685279164,110.537535949254,107.879561968427,130.088591143846
"b=0.26",28.7158143103376,41.1950281863101,54.2172429514964,53.2139564347082,54.4865852336696,62.7218132441847,82.4621909128483,80.7395654005039,104.975534121371,103.80816558318,113.542077690941,139.757159415725
"b=0.265",29.2114328280859,43.9750463662405,52.4974605198535,56.378980415455,52.1572645898788,66.5359611272739,79.7294298659805,92.7427988405704,107.955664880476,108.598429430114,122.58571956372,144.880659559641
"b=0.27",27.7436352084688,46.0152496044938,50.0017285035174,48.0501784611673,50.0379064711415,69.793371586219,78.708034276234,85.3015783572138,106.040809948923,121.915625705627,127.59866051222,142.416781026108
"b=0.275",29.1520912036043,49.9589932026665,52.4002735459246,53.1551618352623,59.9249618778305,66.5307577935925,82.253715199066,88.9712791580885,109.881780055574,123.317842148944,126.000498136269,137.738842629726
"b=0.28",30.9904359594345,47.7582768521285,50.2400711852119,52.0569988669304,61.0386162106053,65.4755051626435,79.4630320876439,89.5604259135613,123.362957990051,115.636416785857,136.547846071509,137.688921444145
"b=0.285",30.6417998258702,49.3301216166916,49.9604712280705,52.0255019608748,59.7519911506109,67.8113840545638,76.6925491613115,88.1752661007534,108.202263637422,135.833211812532,137.945949413335,150.93377575455
"b=0.29",32.0181477112816,48.0630503926026,51.0889342215255,52.718092214634,60.2630727273584,68.8582239356481,72.4516699218468,101.552864815548,113.282472400136,120.472119688566,138.98967559842,150.473306144458
"b=0.295",32.2989968479287,49.538137190078,53.4978306126973,51.2780873046972,59.2642819539928,72.5910421366667,81.9251044300565,101.701579026095,127.911244768541,133.843143112307,124.895133206064,143.100878550579
"b=0.3",32.3479743448811,54.0564044739822,54.2165103353638,51.8617740178095,63.0150362854841,84.4054959715288,86.0045097878162,99.0076258399319,123.049275175652,128.188233107919,130.647675729009,155.281822634621
"b=0.305",32.0076266901952,51.6154624033342,53.2263385049669,56.192953702017,65.8840734577835,77.927523242,86.6507063266273,107.222176433417,108.634012822561,117.108562925984,128.774472450169,149.957912410198
"b=0.31",33.6856193962534,49.8699435369693,53.9964844459315,60.7717847458784,67.6768020689588,76.8980981137258,84.0521346941018,98.3694695599831,124.860268619553,117.996582767418,162.951300126503,156.893958819979
"b=0.315",33.1777610392933,54.3558968787754,57.3313742844794,64.4799206085752,65.3228893497553,89.4137979976819,85.7378925249037,93.8268436537276,109.84849339923,113.419225955901,136.341260137352,149.076004963322
"b=0.32",34.7942418208308,53.8470525862806,52.0429139849684,59.216961220251,69.8379480504392,91.5700402734113,109.688032827958,92.0090941645764,120.550744515299,124.490471728675,184.838404938402,147.635609352483
"b=0.325",36.2293483500675,56.7494871993283,52.9366890969411,60.4423243895627,67.3269081704723,87.4104234003033,95.3361477384654,102.067866858152,125.959041056501,140.931250223469,148.432563446811,158.360913374681
"b=0.33",36.155295553603,57.6679455240156,57.3476457330675,61.6699182652361,70.5552931620222,82.1476394819227,89.7254493716246,113.328733812783,137.935009411979,139.128896662347,150.82558618201,161.635950009091
"b=0.335",36.6471946863067,59.128442545381,59.5510334880368,61.5284100385486,73.3658841214846,93.3060751293674,87.5662445083606,105.70792801338,124.151019858388,136.520552229744,156.68064666705,172.10185089803
"b=0.34",37.6064333801834,56.4135479591762,64.8670034114526,69.8092956274899,69.0552750220313,87.025726103855,103.310385930366,117.856724599175,133.403660024029,130.02191647029,150.235475899049,158.85067083623
"b=0.345",38.9251650406432,56.9538867336362,57.7761285271739,69.8623301326258,75.3096191715152,92.5551044871902,107.656296372582,110.635389684644,132.712379794082,142.697660312093,162.346638690826,169.424742967769
"b=0.35",41.8858944457737,61.3370177847601,61.3195071912438,63.9896988439183,76.9339048151323,93.8682454636882,109.806222433812,117.041564818092,137.522994058884,137.547923939738,139.087765461977,180.668806603079
"b=0.355",40.8490358213177,55.7998856969452,61.0976180489058,80.0234848345874,84.0808627239864,91.1356435919898,109.392598345227,127.439802240176,136.657264200278,142.92971611024,154.993741650262,186.897714311764
"b=0.36",42.35953464813,63.5044377655254,59.5536431714614,75.8366077370047,83.6312474281489,110.184415242215,119.769884481257,124.210192903627,138.383872150439,153.616546299876,162.023098312385,167.106693186418
"b=0.365",43.6971951876885,63.9693013373337,57.6286179180536,69.3239905913531,75.6426995654755,99.5511429934471,118.031827905552,140.359726720139,144.391784186598,155.621186089443,163.372912174383,185.597175886566
"b=0.37",44.9399062289274,61.5184991496759,61.0320125983537,71.9026151138247,81.9026756313418,104.095413154729,129.16256162267,145.1070181865,151.505329995804,155.879164057964,160.098123764619,186.173912535247
"b=0.375",44.9628841934688,63.2641579975229,66.6824851584815,77.159733747766,90.0789850476516,110.483998203944,133.093135235947,114.78012748239,149.46498163854,148.892303024389,173.150618100296,189.036558971827
"b=0.38",45.3895173019503,60.8576086749531,65.7271258604229,80.0101275216218,84.3814801600353,111.035813786418,143.281856014908,141.448084416053,138.672085283837,167.850827631513,186.98009423637,193.159363939777
"b=0.385",45.9972010625049,56.8207146264018,64.4562775722742,79.3240792475601,101.659600477942,120.100153795604,141.932342891953,155.84088639585,134.313083556,146.021862245453,175.512151739089,195.496170081448
"b=0.39",45.5460516010519,60.0048482538631,57.1499787095776,77.545202383128,94.2851189397034,123.191802285777,138.24748780359,138.204026844059,171.43489373429,165.527133105138,187.285067687786,200.77102361747
"b=0.395",45.2143344925061,60.3011394208202,61.6067921131905,74.3402310203906,97.3926153451235,115.954081532797,140.19266174477,154.396224865288,159.871623031875,180.75364082227,187.612930654425,203.138412079821
"b=0.4",48.8798367609126,61.0211248154091,64.7901472367835,78.8804369671137,106.509860865629,121.695801300592,141.051699365218,145.854886954656,164.132973571939,166.912082662599,192.988394890211,205.41412358818
"b=0.405",46.7060759595661,62.6594409727352,61.9554989755612,85.3513313945717,101.180429299378,118.799249264573,148.641503670731,140.006417159622,167.851208024275,191.83019346778,187.098175542067,195.057067464183
"b=0.41",46.0974374675259,65.7155071934958,60.1683052312312,89.3194913092644,91.4011008776622,127.674817385209,149.026648936909,155.503167483804,165.29923753473,177.766342178404,200.700318563762,196.496451770632
"b=0.415",46.5690197420727,64.3221927264456,61.837252547091,86.9728754238255,96.78464182898,118.263341464475,139.211027536935,185.46605222039,174.876692076277,195.071156878601,227.979987543393,242.300625564057
"b=0.42",48.9987773863167,69.7453818354591,69.305317556204,88.8093902515988,102.601772013758,134.726857353235,140.572440972663,156.301956293021,181.938837403679,198.50746458182,228.205408723612,249.234414305154
"b=0.425",50.3678435577495,67.1744315611246,70.8483480918214,93.2066474695131,105.459848569507,122.288929034156,158.789777197036,153.980335223595,188.487546151529,188.833749126511,251.774985923248,238.897958006905
"b=0.43",53.1564715092552,63.9585915553131,78.3076357630853,100.840113139944,99.9331694599333,131.427297765117,158.387418580692,174.054041055694,190.33278891978,243.236467563945,251.638606131105,262.077693935387
"b=0.435",53.4269650442486,63.3218410085488,72.8294966000893,98.5335773781485,106.689830651458,147.453907190323,176.327426679952,199.062162830973,202.089127506932,223.600542185918,252.895606991744,237.282056952712
"b=0.44",49.5817536038484,67.3559140042453,72.1469979301244,94.0110281189715,108.028219665187,146.635357603766,159.024068154321,200.060255413114,206.334258145984,210.583522789212,223.44166703453,244.961110308055
"b=0.445",52.0909590406666,66.9387134756891,72.2019599375896,106.959600417033,113.380222764384,157.955906540159,176.55740296379,223.027111251371,211.323360286412,238.45582349901,259.740195660658,277.618922362643
"b=0.45",49.180845483694,62.018934564759,68.0698010197702,114.982633147101,115.48095537283,163.840164970463,177.95315616079,204.418856199406,236.545427677718,242.071303094416,257.007980361546,259.58150828287
"b=0.455",49.5065540772544,62.2630068851701,70.6172406224797,111.466607337555,118.373283493853,157.16575490505,166.683818311313,207.279687822756,234.462097509765,244.872330533311,265.402361328863,270.210917285377
"b=0.46",51.8894573300168,62.0018684453674,72.6352846380802,107.662171800143,122.260871087962,172.447524818698,179.994011758632,222.557300662754,239.234330229193,245.085366540002,270.317671422663,288.359105252901
"b=0.465",54.8864485869554,67.9551328951627,77.2803890383777,112.253258629758,115.56011247939,158.98893432558,181.712085561784,198.601097777703,246.289102118305,267.53630932376,283.80809688301,286.820192367226
"b=0.47",57.4607277556775,68.7024534018503,79.1288662070575,115.071617952258,127.628997824365,159.977212530742,188.125852075485,212.446149954833,241.822798878449,271.839330028599,257.496175183247,315.601212220331
"b=0.475",52.6020906327359,76.7672836906853,83.794726886787,120.568643451551,134.836907283784,174.818313494187,191.435081530541,226.192294493711,235.53165806544,260.036296415032,270.233529590361,336.284542046488
"b=0.48",53.9283274152837,75.7872840926953,79.0355954313173,123.701784641648,125.206849179099,170.769237437619,181.905032715479,208.671747691387,248.051834751521,257.463311724862,298.344667425947,324.557282496125
"b=0.485",55.7618046060327,75.6589816577175,80.409913257853,125.302516472536,146.02228783427,169.386436602247,183.293203086661,220.447114605858,252.548072254672,279.477222855718,297.965327558657,311.944445304142
"b=0.49",55.7850177775223,74.9116867371617,79.0509061055903,114.347270481564,138.436051619689,171.51759870014,199.244878946456,232.661418509402,242.850655308157,271.675555195062,310.319557652837,323.071703862989
"b=0.495",55.3416591611481,75.4786619535878,80.8372411636145,117.330221350699,138.880966223819,175.961800089008,215.649601995859,229.495178604372,260.129621507971,266.293114171678,296.21512737657,326.384322944997
"b=0.5",57.7937310423701,79.5066180431083,78.5167282918806,126.661750578736,145.289408513689,168.417763905049,207.687641312642,224.322344812955,242.14332725583,279.110711072746,296.202834485193,316.609346485723
"b=0.505",59.0061997264059,75.130479768229,82.7830879007318,130.686150602799,155.538928112079,174.403807013859,209.016985743677,210.806730196517,239.091076296555,282.348568462286,324.256471620165,345.557841038471
"b=0.51",61.4386766515029,76.1611919894682,78.2136472748652,137.840410821303,138.465430449137,165.209252162482,182.270946543047,236.86767182955,252.54802606574,320.15151019697,345.927481536329,301.102749342107
"b=0.515",63.8665343626793,83.9781719648901,87.4365347017372,123.720834633998,129.545903756287,191.102696038319,202.906220083529,225.901766083191,245.148656875879,257.094378817837,336.020658581145,372.528887091107
"b=0.52",60.7141654639294,76.6037294177787,80.9075803582337,130.034104075251,133.286513161322,166.16343724657,190.04885812316,234.056218358113,259.396606514173,258.052894676976,310.105753424139,327.629913861758
"b=0.525",57.410971227335,80.611738887682,87.339923709459,122.06567235331,144.534942513885,182.162956692572,219.235719567797,219.146223437871,251.175092370875,285.704731166104,307.104436457394,348.761865775372
"b=0.53",58.7671834472916,81.2571074005424,86.1751668572762,113.475518245421,144.995761585735,172.12740932872,182.509301784315,241.282693840046,268.545099442263,255.096714398689,314.293376573291,339.851659047816
"b=0.535",58.8788670868733,84.0200520726058,86.2478910244003,118.152942566347,142.931199408517,159.349840385815,186.04048700253,225.845124941376,252.57135642232,256.397692300292,309.325074651029,378.785498785884
"b=0.54",58.9646040862339,82.6420981918797,85.4537099553152,112.998387247831,137.242521702825,172.501384283617,183.989224292849,231.852420580137,252.789134340687,293.939386652063,312.170359078663,360.288158901248
"b=0.545",59.5350066095194,78.608810559317,86.5317417510854,118.727894905185,119.34537724317,173.127165540032,184.796031178573,226.159597736072,260.546126582675,294.814730852265,274.305227153882,306.241168532326
"b=0.55",60.2894473922789,85.31573804965,91.9729568661547,108.388247355781,133.175750290604,164.818636377954,204.132096972719,236.954670269624,267.2418127364,283.946323002383,287.527640767064,318.02086175909
"b=0.555",60.0935280098791,82.1841530593312,91.1091565716113,117.057516162322,120.709556966135,161.960036427558,205.469348805307,228.958748705163,274.69627259922,275.152884946128,294.802096258937,320.946508254168
"b=0.56",62.8419986610922,84.7360175044624,89.797827506264,111.603977374291,128.476047071207,173.065349683602,180.236461410285,224.781864233161,277.375380059147,263.600576117145,280.364453865864,335.465982810402
"b=0.565",65.5121849840779,90.6024309878452,93.2366641716299,120.455977689169,134.731974440304,191.020282618995,212.310641124591,221.539309430693,245.566491973392,262.102055324257,265.282966642891,294.589998705688
"b=0.57",62.8644775820307,85.3845189363252,90.7501573866285,114.590352332506,117.658567776897,173.839096873101,216.308501815053,228.812181591537,273.17875749989,273.660097477474,297.268793418801,314.175222191907
"b=0.575",65.9838669387876,79.4122386451794,89.0460515744493,115.249502946172,128.788144123367,167.832852945799,211.786404992436,229.317426554832,234.026200367701,247.817769833754,264.183123643962,329.045903097145
"b=0.58",68.1569820066018,85.3455849227274,91.1801421987312,113.71576355245,124.22700398733,164.991385855151,199.931316051171,229.64428822095,251.229164629304,275.94935032463,289.671461064808,323.380026894406
"b=0.585",63.1801399058579,85.8903874800512,90.5652396546896,118.179045696928,131.480617772692,173.746875753328,194.514805243334,230.123054465878,239.597605838299,279.474643530887,257.597184245647,307.736056558816
"b=0.59",62.5874898325058,83.870963591378,84.3937258774481,101.932086507224,124.219288012654,168.840184234217,199.71490932975,207.079236894053,249.134545124612,282.171716205539,282.962999257541,325.181189185743
"b=0.595",67.7522427289825,77.7050308070969,90.8806494605432,117.38432101191,121.574989634025,156.786217203365,199.852627253621,211.496176673664,239.346419496929,262.380650280531,271.052378222948,322.446239992914
"b=0.6",68.087882196226,77.3728615495749,94.7386341833386,121.379556055055,132.02377530484,157.569952647313,213.159647691478,208.828103221404,244.413677025323,269.31783065123,305.504157573542,328.73346290217
"b=0.605",67.3516535502785,80.9662984194034,93.7995670558929,119.931175697328,136.712465685343,163.172247121238,210.335368369833,215.806688111841,236.660583168095,258.685067465425,294.92040516539,311.526904471498
"b=0.61",70.5417099134721,88.6672696477318,87.0628776243615,127.827892367771,130.802579842629,190.127295958683,209.319666154711,221.162092979965,232.553642527006,253.83762255811,276.21327996009,306.86535998471
"b=0.615",75.2129608714839,85.0457719516618,85.8658008485001,118.711772908349,132.446790375916,173.73823325481,219.577124996663,217.781385559292,253.795041621332,282.37420928365,279.834462644692,299.016050051599
"b=0.62",73.0920191230936,88.9859294955416,90.1094371569642,119.005855330198,133.42823486177,173.973713875642,183.547180979161,198.51913408185,258.937237152997,309.074069105611,310.369394666318,331.153094956185
"b=0.625",74.6776655153535,95.4802434588113,97.7698911745909,119.756425179217,132.900072305122,161.166641279917,177.582768803644,206.195143445728,250.351708542346,260.862278177929,307.295522027582,350.226188292294
"b=0.63",73.5495899227295,91.0240331845936,97.6133154467042,114.091809040568,128.781857121422,170.031270308864,208.830889917187,227.856038226587,256.944090975318,268.616670551136,310.950720282597,333.353610193203
"b=0.635",76.3060980452424,82.2427090139499,93.0325107991183,125.876769104314,134.807735163649,183.114537850889,189.371028224445,218.430025399298,243.711036599111,256.003080006381,303.383550048799,313.97796489312
"b=0.64",78.7886870991341,87.4176173724181,96.6544797378746,131.108177666698,138.44535733215,192.615568876763,197.910765460081,212.604478488618,247.374854481851,288.503234247711,310.925909580259,327.991319194355
"b=0.645",82.2083661034841,83.8627778015731,106.092483323281,133.708402153902,146.820991312476,185.63484066437,209.957597766639,216.45575529016,254.85149706826,277.261966748478,303.193474866979,342.304111363752
"b=0.65",84.061196774133,90.4823919211259,111.132176946995,125.209224284057,141.115859138583,185.01770685044,217.121782227434,209.605909210088,253.553835747228,256.348178254155,306.919240383654,322.762558362884
"b=0.655",84.4377212176541,88.3121355537878,117.43187224299,125.911489535446,150.920732493309,180.86957124133,204.862253655438,212.192172935218,258.847888532905,228.676545748393,305.329151529156,327.965386072441
"b=0.66",88.9263907807271,97.9832833935763,130.932833117976,137.612895065034,152.905981962135,176.707372692534,212.691976942361,226.425943834683,265.646568718441,264.060287852265,297.942726503301,334.449850603205
"b=0.665",90.4431953889796,93.6957262717927,134.207308014978,135.820191449663,163.577402621735,204.816339712236,220.26126089844,255.558658998954,275.26484803704,273.098873850452,294.194359143506,346.663351083659
"b=0.67",91.1910655661016,92.6666665751789,134.058727681063,137.822355771426,154.99501440313,179.848085481662,243.71692880925,265.18041948525,266.999173498896,283.052565418563,340.223654130349,337.489087961544
"b=0.675",88.8324366489645,101.418474026632,137.327850799611,140.479729008103,162.2142744154,186.522371220989,204.534206234706,257.765123202672,314.013207366392,291.294596759576,332.22396638803,353.872109792868
"b=0.68",87.3820494662173,102.03125048134,132.001432207938,141.591380108019,176.860195285723,194.173148287329,207.377265564649,267.033220700991,272.009926317158,274.317573874393,351.71699166516,345.362692235439
"b=0.685",92.205644344783,106.321781242708,130.196648630809,145.284374707239,177.332010561463,187.254771633419,199.254150699285,255.644563008332,302.186633561551,286.941827724789,345.423767600889,372.219352401225
"b=0.69",90.4518092235217,109.036621759559,133.115456564037,143.674583450503,167.889245376109,215.146343857788,221.682390856223,267.732358097457,304.352764440482,282.565442998751,333.695912849189,380.240636868518
"b=0.695",101.208982853699,111.808216226296,137.611898019909,139.306727304609,170.846516442669,219.013290367554,215.521010806359,259.161534232862,285.691839650532,293.576828680147,413.886586249721,392.208616454046
"b=0.7",99.0876529914328,114.442319520878,127.70832219867,148.482959073302,176.128140125581,202.623830721088,224.912115140615,253.81165701807,281.953637613072,309.412204803702,335.258233528153,362.958780750377
"b=0.705",92.2494935194762,109.738646766938,130.869254920785,146.483831183077,163.780438059812,208.167389433681,201.956461510039,235.978088079421,272.034075931848,315.262102380887,304.165035873405,349.727632338123
"b=0.71",97.2199666685057,107.906800570917,137.459310534205,163.550808326931,159.546397892889,210.834074200843,216.219709823305,276.347951223561,273.180562199852,340.318155202923,347.552565603634,366.719272107452
"b=0.715",96.857719164207,103.85253955394,145.642378879803,163.527037700591,179.028017114912,212.68568621384,222.304806065093,278.325184526446,303.991633059296,302.447923386744,346.071558702233,370.151052135932
