"","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12"
"b=0.475",125.563676642971,175.865764436075,199.655209487146,330.708779156698,331.81333676616,394.307670089949,500.01872408458,533.033920882043,587.13202663629,620.662809098187,690.916384788125,931.633710280908
"b=0.48",126.12147910222,178.938390470722,192.690850267251,312.849997478002,284.95558399286,393.663405485769,463.33560490033,554.404008485161,710.854781387311,594.45382554165,710.60875772986,757.13171250504
"b=0.485",140.959627323153,195.146678740669,223.944390010525,323.060357618295,392.866122193904,431.359371835566,490.201173883048,566.029751685076,625.109555732926,749.903999957806,731.908161387071,756.046841080183
"b=0.49",145.533542639539,182.032606716489,236.519017298164,298.833558752313,355.060040215291,472.030225659856,495.959842636595,600.859026948017,591.254615921944,602.000326268889,713.922941067736,820.169591489945
"b=0.495",143.278849524935,215.796525926113,220.590793787603,282.925494121916,328.374983317079,459.179079813239,588.474188373028,554.933854217235,634.793819396717,691.040276917258,766.243431445647,942.652888360552
"b=0.5",143.693142762421,206.351856290687,199.119934861685,296.655232315628,358.754931216539,411.625225655494,459.975576074316,537.39506235379,530.350909788423,726.42897586165,664.623509671699,737.728889570034
"b=0.505",144.532752744439,205.718192445246,221.299324598118,317.267130977804,410.037990036204,482.242902520295,539.667585347494,556.258125684215,609.839488118719,804.484877002349,896.617704419289,845.196772672227
"b=0.51",170.306172808927,195.798432310594,186.573504955627,308.711512819982,321.045890314746,431.51413981944,454.831055657171,518.303651542768,582.532631812718,645.209687688912,814.105423051182,727.612170967097
"b=0.515",158.218308061319,205.311094978594,257.814989318279,265.502098190489,317.032681737398,387.628261653405,457.895398451817,511.816480000998,604.16838839502,654.941886110972,806.222321824416,939.968544121463
"b=0.52",154.054744660718,199.162823366506,222.939450629983,310.664248553453,270.051943607312,384.457403394385,484.437716733516,481.048914063492,640.920899317107,622.076836250859,791.567916322976,769.778165624872
"b=0.525",134.905312400459,188.53452197813,220.250159267453,316.098541354715,379.413844515557,452.049568232519,510.704633081649,501.989801229666,544.737982787558,653.883906100902,782.540780396407,910.80249352388
"b=0.53",161.953121164509,194.96428947381,215.325806601309,282.363595095319,358.87592951062,485.611622675319,437.012757540881,616.658179777019,722.482637580406,659.242369453224,754.946663572495,994.339322675423
"b=0.535",146.598079512326,211.670516176534,243.245244657054,307.133617259406,377.673826925726,399.41151184375,417.753947452656,535.904617366259,607.342247883518,592.444098985269,809.130771358724,1181.35599626204
"b=0.54",155.018086586467,195.927027387443,231.57844013671,330.603552155727,364.399666118018,520.663094530481,433.481835252611,529.220775386635,585.635295925988,831.665002832432,807.340851131002,995.057449589134
"b=0.545",131.597996953508,218.289085412327,210.343304031402,280.436644358699,293.773263917142,398.437773863734,440.287590900837,524.815450600978,642.219085463251,716.966002724667,671.818427074238,765.104424206309
"b=0.55",146.005578419922,237.552169079239,246.860479379633,268.46548440495,346.737188461552,364.849308215954,534.587127423815,600.124965829288,635.359366324626,641.427524597104,614.941398135535,818.462243838043
"b=0.555",138.066448045084,196.805778581543,196.35268286053,288.338303905248,288.317377418568,398.953457747757,511.911420893532,531.268246313344,593.156148897789,688.399319297581,786.507489719733,759.93721878962
"b=0.56",138.000427439835,200.521461307861,209.33332999309,265.258989248018,275.021834196672,425.84842511467,450.229912180703,582.573772800701,629.562099947151,697.020554601641,624.645511776019,776.587716519406
"b=0.565",162.91919004016,235.979775200947,247.235978932429,339.672212289223,325.998241089717,483.800756858548,507.862202917412,536.89534157034,534.697588938414,620.174065071495,665.684964888646,781.913791184135
"b=0.57",181.850000858138,242.899104070175,230.371124869472,318.5938491264,276.786396892042,463.039982602687,555.325173470653,546.478783636123,701.349906668024,655.719824456621,722.516577787265,836.128997272605
"b=0.575",173.560334412543,250.807521311847,227.893997444954,268.531063708446,381.972983780437,413.111468911004,509.752737815408,645.965188634612,539.382640167262,538.024099061556,660.541618893098,693.286304611818
"b=0.58",163.097396045946,234.588707835388,240.717105424794,277.071382395139,329.288124449466,402.998861276905,492.128626885906,610.51396204102,661.766491371535,663.844682147192,690.742573787938,751.663016575314
