"","Bartlett","Bartlett_lug"
"sim1",0.0898195972300896,0.112456028005364
"sim2",1.72900373768132,2.6593193506391
"sim3",0.614831252390291,0.609875950795325
"sim4",3.89713682988691,3.609928597931
"sim5",0.181529527881752,0.171450784322265
"sim6",0.0104016108127893,0.014976172263279
"sim7",4.88403217643025,6.96113523112074
"sim8",0.0616248217222996,0.0697243193987082
"sim9",3.46679461690659,4.77555643722964
"sim10",0.386119734681745,0.384412766666823
"sim11",0.0934373329698569,0.096718690026839
"sim12",0.0219501164896686,0.023604528187469
"sim13",1.40546848093212,1.61928291813626
"sim14",0.000443053280383969,0.00049427461545468
"sim15",0.157908378783119,0.144785359546167
"sim16",1.8589632623564,1.63956140840667
"sim17",1.73708671990153,1.50147769632855
"sim18",0.248108303589348,0.416961877737365
"sim19",0.157287013610094,0.153976957255681
"sim20",4.16218660718435,4.01741876630281
"sim21",0.185861275400442,0.304992232760916
"sim22",1.25013884718231,1.72601726612509
"sim23",0.413636560329404,0.502764820640645
"sim24",0.0109854689347169,0.0135837558770795
"sim25",0.823754324410567,0.755831647302053
"sim26",0.0247265356755478,0.0225358297494259
"sim27",7.25805975659538,9.99510798380448
"sim28",2.92931859188278,3.35945086916197
"sim29",4.82122372132816,6.64735094588951
"sim30",0.00485834090836275,0.00505528662860161
"sim31",3.29940863219248,3.65227582247612
"sim32",0.573091663741755,0.647843542430416
"sim33",0.187487146880577,0.238076928907118
"sim34",0.0376548328280842,0.0346877457547696
"sim35",0.00312384338360538,0.00342239515246398
"sim36",0.000209123062517975,0.0002521151611888
"sim37",0.0424459042691321,0.0423751959155606
"sim38",2.07458734530556,2.42172278229042
"sim39",0.1197478399547,0.118564415250583
"sim40",0.42402839116301,0.451901649460515
"sim41",0.0254265480336138,0.0278056027326712
"sim42",0.209223012186149,0.184475047274303
"sim43",1.84745866523876,1.73644207192702
"sim44",0.84364646845195,0.77819655344858
"sim45",0.205435246113712,0.17272485976616
"sim46",1.92922091526298,2.0974523284116
"sim47",0.0632715046349814,0.0647676208040262
"sim48",0.20029637452739,0.188105390389307
"sim49",2.796834252723,6.02503773174701
"sim50",0.842540934582348,0.82504478737991
"sim51",0.924136015713496,0.882131844623018
"sim52",0.128024240097125,0.143301208578266
"sim53",1.61262637513661,1.83221044311766
"sim54",0.488290105957154,0.592198501924997
"sim55",0.482988025179145,0.684299986709309
"sim56",0.757331529444656,0.926929090216137
"sim57",2.77586424166864,4.06169157311323
"sim58",0.0674023647002736,0.06660982305399
"sim59",0.0428083259416456,0.0382524554770985
"sim60",0.458867777946495,0.424529972073949
"sim61",1.41528355043795,1.4976476646294
"sim62",0.000393731913422383,0.000502529230404835
"sim63",0.244096455244217,0.320085258939269
"sim64",0.745370558794635,0.821129578217078
