"","Bartlett","Bartlett_lug"
"sim1",0.228927411719095,-0.245031241893952
"sim2",0.732451232212311,0.792677786066163
"sim3",0.0299120494337704,0.0303784138939599
"sim4",0.178182734792499,0.157422460042915
"sim5",1.50007846943889,3.30162057392258
"sim6",0.0317324954519668,0.0306017317372717
"sim7",4.38659416368068,7.15648980811082
"sim8",3.27782980924045,4.22476466050264
"sim9",6.521050352778,-57.0954138623844
"sim10",0.34398956205777,0.579575539764769
"sim11",0.0570733601115481,0.0632460550677294
"sim12",1.30188143649696,1.3442797142187
"sim13",0.333877137134473,0.852119563783993
"sim14",0.63509212533824,0.549410894805158
"sim15",1.99626293007777,10.7151624691637
"sim16",0.0988908241479499,0.0878673040303666
"sim17",0.194640111153256,0.298081616327323
"sim18",1.33730000287173,1.09397988513167
"sim19",0.00454270475710255,0.00372942414892872
"sim20",19.7043659212819,-18.6953687391112
"sim21",0.285830839651346,0.334762063431664
"sim22",0.452451046171317,0.442533392825136
"sim23",0.750313237847365,0.905885895507446
"sim24",0.371817425033664,2.40684444699479
"sim25",0.112663989515153,0.0943738635761863
"sim26",0.00794018301391213,0.0104441483258815
"sim27",0.0895004507854763,0.0983954280212049
"sim28",1.99038018406603,2.65219527024576
"sim29",1.01644297243739,0.808627618460834
"sim30",12.3519748805728,13.8409759598234
"sim31",0.415911651526846,0.669374996488046
"sim32",10.2705799742763,15.9558257213739
"sim33",0.472615082761734,0.644225218257827
"sim34",0.149146585149062,0.151954250270343
"sim35",0.108704133147001,0.1243538121563
"sim36",0.501116007878552,1.03273671004237
"sim37",8.89312946131398,11.6538982746767
"sim38",0.359214833602194,0.306024340350336
"sim39",0.07960515954876,0.0726070188573486
"sim40",0.942608133634671,0.884136981911242
"sim41",9.4247740711526,20.5950332566656
"sim42",0.449782945140969,0.401366933252936
"sim43",2.3111352146114,2.19068599079932
"sim44",2.2719208370383,-18.6910526258054
"sim45",1.23808801528505,1.28333941313015
"sim46",0.266261535769888,0.31234339178739
"sim47",0.0294573897303175,0.0355556605584223
"sim48",4.36251383995694,5.77367523006434
"sim49",0.000103445719362661,0.000128043854311007
"sim50",0.232157758321405,0.265369834491578
"sim51",7.22756235095217,14.6221772807089
"sim52",0.141058233380258,0.158786210268535
"sim53",0.141242185701068,0.167229607017438
"sim54",0.513823899167275,0.441216327633896
"sim55",0.752488032394125,2.59408088378426
"sim56",5.43428257290698,7.84917050051128
"sim57",0.396799694040073,1.076027579379
"sim58",0.0715777788440868,0.0837003483576767
"sim59",0.0240915240424702,0.0202820001582108
"sim60",0.320706817686678,0.629011734495949
"sim61",3.56165857442094,4.54619419110603
"sim62",2.70541324302211,3.78353950634333
"sim63",1.76682466825148,2.8337194827877
"sim64",0.0883074347011574,0.163869494909708
"sim65",0.903134628182176,0.760077875256269
"sim66",1.20293780378226,2.22626831004165
"sim67",0.280575241899459,0.326097131271128
"sim68",0.149114145740774,0.166241245609984
"sim69",0.794130614962311,0.770652063367523
"sim70",8.04160964400103,7.68806315440964
"sim71",1.15052015349397,2.51465929811562
"sim72",3.39802192619482,3.03657068736652
"sim73",3.55771827237789,6.57571488359628
"sim74",0.700207255331065,0.575276435612828
"sim75",0.837807477718813,28.9144608221793
"sim76",0.523237970410526,0.63768984409818
"sim77",1.23988479084255,1.47429899659162
"sim78",0.959449977462503,1.84845063192718
"sim79",2.43355117841347,3.40666319074614
"sim80",0.793308141665474,0.72741544018352
"sim81",5.92922878620727,5.70630877739659
"sim82",2.43141407951696,2.71436849242615
"sim83",0.151420587672533,0.200490950440673
"sim84",1.3127183489149,1.13021184393888
"sim85",0.00301380261747223,0.00332129592336453
"sim86",6.06404219842144,7.5480413434629
"sim87",1.29532784505247,1.95619092894116
"sim88",0.180319896567162,0.328277360017502
"sim89",0.765778232437763,0.684511073462885
"sim90",2.70683055869121,-28.5797904404275
"sim91",4.0101523872926,4.50692145821762
"sim92",0.4734613805988,0.654845624199402
"sim93",0.416833570571914,0.649588423111155
"sim94",1.40786435185017,-4.63080786904561
"sim95",0.228229050678022,-1.11971355776679
"sim96",1.04462311425271,0.882765698370485
"sim97",1.83219644764372,9.08156001332095
"sim98",3.36843824528756,-17.0498296835522
"sim99",1.29550827769194,2.63563838866096
"sim100",5.98541339909381,15.5332979199183
"sim101",0.680278539955469,1.21678026870502
"sim102",0.106359429699487,0.106140936350831
"sim103",0.00929746682278153,0.0108043009299161
"sim104",6.54305386091847,15.0193411202412
"sim105",0.164192602715892,0.145594713040466
"sim106",0.455494691550642,0.418100487008925
"sim107",1.24464267093097,1.28527140622956
"sim108",0.0168593414769478,0.0150194387016251
"sim109",0.38498153028421,1.07127072221296
"sim110",0.0951100403188737,0.135444266031736
"sim111",0.877314031840305,1.0085266268539
"sim112",2.54531302768191,-3.04047247580838
"sim113",2.37433135333831,3.9783976549925
"sim114",0.221647962886317,0.200851075534763
"sim115",9.29934528512837,26.9973501454955
"sim116",0.749293837472592,0.637840170487939
"sim117",0.0207531781236311,0.0229039521359477
"sim118",0.120669785864943,0.1969294961977
"sim119",9.04364544289549,15.9958698096102
"sim120",0.774787842962818,0.725570499415551
"sim121",0.220007911499425,0.289648961490638
"sim122",3.06856318105775,3.37692854270095
"sim123",0.10143223369888,0.0766216379801549
"sim124",0.917635337743947,0.803991239358708
"sim125",0.198197332872869,0.188819308373534
"sim126",0.135065044962914,0.114456262449165
"sim127",0.399556737621096,0.479380395700386
"sim128",0.000261996185307748,0.000313158322630711
"sim129",0.337920846374557,1.00018520046814
"sim130",1.86649263691647,2.39411900380364
"sim131",1.67190714105115,1.46816458971719
"sim132",0.111929107566071,0.10488279686762
"sim133",3.0134793318817,3.38496101530672
"sim134",0.121463589132351,0.115657965113542
"sim135",0.00263884765355289,0.00245239510228834
"sim136",3.87550966027961,23.7003758830832
"sim137",2.06917567601083,2.44183173345263
"sim138",0.0718606565350155,0.464302548585541
"sim139",0.755740168117571,0.735583195456406
"sim140",2.6009438429508,6.18138555501636
"sim141",0.122468695521779,0.149028854076566
"sim142",3.25443304869698,5.70394893057388
"sim143",0.267931088480029,0.316671094698328
"sim144",1.55740596783521,2.48515750256747
"sim145",0.0478862699129746,0.056068127485702
"sim146",0.157230679097529,0.12924770205106
"sim147",0.448542854133619,0.520064409700211
"sim148",0.100796087373317,0.118459805211388
"sim149",8.29864179893458,60.0162441883664
"sim150",1.7505923690514,2.55867594590844
"sim151",8.89811927269017e-05,0.000487666190809544
"sim152",0.36595023578593,0.411327366370699
"sim153",1.0476145335783,1.59024443574324
"sim154",0.695720216333374,0.620231969595101
"sim155",3.25243685941241,3.39123591792782
"sim156",0.386197593351481,0.445994586592179
"sim157",1.29658252666425,1.53990937261291
"sim158",1.05449062979265,1.18759317152297
"sim159",1.81331955210078,1.82170964802772
"sim160",0.631035018595744,0.94900724739268
"sim161",0.125285615819332,0.169816399399495
"sim162",0.0293749712832038,0.0378029387247041
"sim163",2.01965082230944,1.81645664742362
"sim164",5.00779252857367,21.7185194276137
"sim165",3.12934471751889,61.0471405982725
"sim166",0.133630709105109,0.263292589551799
"sim167",3.50300032761705,-19.1888592236758
"sim168",2.37670886444004,3.50003404379613
"sim169",3.86385628371386,3.78736282901947
"sim170",4.10940078722885,7.37383489310952
"sim171",0.967075522062388,2.04717703693847
"sim172",1.87933198937537,2.18260089795107
"sim173",3.06189702015785,4.25046263849
"sim174",0.73442919997736,0.7214021632382
"sim175",4.77217596483968,4.92981592051937
"sim176",0.533334505879354,0.535118816314448
"sim177",1.21329446660527,2.19936650445658
"sim178",4.68409251885914,53.6503237662144
"sim179",4.52580573965918,4.62956619356913
"sim180",13.2930446591028,14.5533961092229
"sim181",23.0300851610487,74.0373037246968
"sim182",0.0104063008621801,0.0158658049757066
"sim183",0.975412128573045,1.09776493213331
"sim184",2.20332232230434,3.09036389871048
"sim185",2.22226540144233,2.45816081159801
"sim186",1.46804883999093,1.6960604068554
"sim187",1.12387517106284,1.60167053631814
"sim188",0.0795604860254438,0.173455931367477
"sim189",11.2290057558144,13.143227385429
"sim190",0.266549867545342,0.575050547887258
"sim191",0.307083246889143,0.363026952111319
"sim192",0.740462191777151,0.777609749275236
"sim193",0.000551896199323259,0.000713721793782485
"sim194",11.9859072814467,-9.60398250922148
"sim195",0.557065581571616,0.574310917333961
"sim196",0.00405077361951644,0.00700994230768634
"sim197",1.3966197608589,1.92810219440973
"sim198",5.57279675693005,8.27982527645612
"sim199",0.0266070449410038,0.0563080876722304
"sim200",0.104091548458314,0.0926109490009253
"sim201",0.64597925918754,0.686717419293574
"sim202",0.259220026018363,0.329529621232447
"sim203",1.53353397149414,2.32723955879136
"sim204",0.226798796326936,0.190798193712901
"sim205",1.24098293262936,1.12945701750402
"sim206",0.20500466276615,0.204520018446256
"sim207",1.06489716857824,1.02755442700364
"sim208",0.917703318851607,0.874525619689007
"sim209",0.041322653715263,0.0515244475183693
"sim210",0.441386653006283,0.719917812398949
"sim211",0.00078185418210015,0.000891266702868706
"sim212",0.234729552518664,0.386726876429011
"sim213",0.097957166336569,0.178557061526341
"sim214",0.16984664959365,0.240231179545364
"sim215",7.07375787093635,26.6742637024532
"sim216",0.212770049423384,0.253498230736088
"sim217",0.211923248068246,0.24987098993017
"sim218",0.526064685056092,0.480547792282791
"sim219",0.706131968100638,0.875669622831299
"sim220",1.25368582954654,1.74487452250916
"sim221",1.60998154143337,2.82146801123505
"sim222",0.23751106763844,0.315413821615083
"sim223",0.449167325274554,0.382507367844412
"sim224",0.380966354951256,0.376133164545597
"sim225",1.48693869506488,1.87895869211969
"sim226",0.177255645456118,0.191469087972184
"sim227",1.22714332133748,2.01286659424655
"sim228",1.48317711769,1.17918474931817
"sim229",0.00658492369882598,0.00514759147850302
"sim230",0.0130548254333247,0.0956045625635198
"sim231",1.27361106934788,1.41634914945192
"sim232",2.65043624810038,3.79163415680618
"sim233",1.79733412813826,2.99279849660393
"sim234",0.083529736059527,0.0951567707001948
"sim235",1.22239377029416,1.06025443001816
"sim236",0.223410466274075,0.400941461663484
"sim237",3.45656157622796,6.53093982856278
"sim238",0.764126031733026,2.10059322776469
"sim239",5.00633265356277,14.5815976806286
"sim240",0.0619089958228883,0.114413848331317
"sim241",5.99744623342182,12.5432088380572
"sim242",2.0744330220502,2.20901872212008
"sim243",3.5650689760621,6.46948063374281
"sim244",0.332069214449702,0.712686891545227
"sim245",2.45358068379425,4.73028001603591
"sim246",0.598281156609952,0.834200687395843
"sim247",1.50215227529373,1.54295207141427
"sim248",0.297477310970859,0.279516988964694
"sim249",0.0767519470075344,0.0916880414745899
"sim250",0.0725558979815142,0.0703861294490306
"sim251",3.29898484871739,4.90080847835053
"sim252",0.0802630401347786,0.067191687266955
"sim253",1.93508663803957,1.92165829395982
"sim254",0.0560016061251258,0.0653222663881919
"sim255",0.00855881199672216,0.00679815616663476
"sim256",0.00807181016125701,0.010152320100599
"sim257",0.440233049906362,0.54300491901512
"sim258",3.46744337768553,4.82415196913118
"sim259",0.00672287300743349,0.00598608397876423
"sim260",0.129771230905933,0.145071213059868
"sim261",0.0470174822728905,0.251646818315433
"sim262",0.709027755930419,0.97394928794679
"sim263",0.277802284471638,0.265921821022357
"sim264",0.105023840248969,0.08384325369265
"sim265",0.375536110222704,0.569361423308799
"sim266",5.01129050902443,7.11257062885019
"sim267",1.21764844273768,1.44861746517846
"sim268",1.32033135780435,1.5110639624202
"sim269",0.794641143235111,1.26706678296925
"sim270",0.000296218853789392,0.000518796872655921
"sim271",0.0804000071341243,0.0716063951643401
"sim272",4.35162673237569,4.86492358258608
"sim273",3.26980332859403,4.2485182367695
"sim274",2.82530416325766,10.7637875991105
"sim275",0.219812916749304,0.268307095307094
"sim276",1.81386949751946,1.85016610125551
"sim277",1.68761065827522,-10.7439763864292
"sim278",0.878072475901628,0.849631879120772
"sim279",1.41340076746432,1.24707267364185
"sim280",0.126024892533564,0.192902228963954
"sim281",0.998440205952651,1.49698640832119
"sim282",0.0303690816813258,0.0481637194369146
"sim283",2.59756004396233,4.3055883294932
"sim284",0.654755567268918,1.5095620174573
"sim285",1.17032496333507,2.3886306110824
"sim286",0.145887795060603,0.14693505974929
"sim287",0.0532905934863287,0.0677526721867935
"sim288",0.0261842668806165,0.0238657306175378
"sim289",2.99447834211365,4.17151766723046
"sim290",1.40468276822789,1.47405107431465
"sim291",0.62274821447907,0.93322610174291
"sim292",1.61087112921243,1.89627006300857
"sim293",0.574465324862753,0.486736743046522
"sim294",8.28013424841236,22.2223383814479
"sim295",0.811493248882261,1.1384134112229
"sim296",0.99762282849804,0.765774933406524
"sim297",0.0609433877035364,0.10852592573811
"sim298",0.044263648729874,0.0535146627903151
"sim299",0.107253792456082,0.138126073753948
"sim300",1.53701606437574,1.84537667964656
"sim301",0.0193668042758135,0.0275725695995209
